,game,model,experiment,episode,metric,value
487,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_5,Request Success Ratio,0.9565217391304348
488,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_5,Success,0.0
489,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_5,Lose,1.0
490,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_5,Aborted,0.0
491,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_5,Text Fail,0.0
492,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_5,JSON Fail,0.0
493,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_5,Task Success Rate,0.5
494,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_5,Main Score,50.0
495,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_5,Summarisation Penatly,0.0
496,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_5,Conversational turns A,8.0
497,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_5,Conversational turns B,7.0
498,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_5,Average Char Count A,163.88
499,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_5,Average Char Count B,349.29
500,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_5,Average Word Count A,30.88
501,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_5,Average Word Count B,61.57
502,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_5,Average Sentence Count A,14.98
503,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_5,Average Sentence Count B,14.94
504,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_1,n Turns,3.0
505,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_1,Request Count,7.0
506,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_1,Parsed Request Count,7.0
507,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_1,Violated Request Count,0.0
508,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_1,Request Success Ratio,1.0
509,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_1,Success,1.0
510,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_1,Lose,0.0
511,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_1,Aborted,0.0
512,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_1,Text Fail,0.0
513,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_1,JSON Fail,0.0
514,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_1,Task Success Rate,1.0
515,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_1,Main Score,98.0
516,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_1,Summarisation Penatly,2.0
517,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_1,Conversational turns A,3.0
518,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_1,Conversational turns B,2.0
519,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_1,Average Char Count A,170.0
520,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_1,Average Char Count B,225.5
521,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_1,Average Word Count A,32.33
522,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_1,Average Word Count B,41.0
523,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_1,Average Sentence Count A,11.18
524,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_1,Average Sentence Count B,19.2
525,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_7,n Turns,2.0
526,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_7,Request Count,8.0
527,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_7,Parsed Request Count,4.0
528,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_7,Violated Request Count,4.0
529,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_7,Request Success Ratio,0.5
530,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_7,Success,0.0
531,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_7,Lose,0.0
532,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_7,Aborted,1.0
533,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_7,Text Fail,1.0
534,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_7,JSON Fail,0.0
535,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_7,Task Success Rate,0.0
536,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_7,Main Score,
537,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_7,Summarisation Penatly,0.0
538,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_7,Conversational turns A,2.0
539,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_7,Conversational turns B,1.0
540,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_7,Average Char Count A,236.0
541,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_7,Average Char Count B,585.0
542,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_7,Average Word Count A,44.0
543,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_7,Average Word Count B,107.0
544,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_7,Average Sentence Count A,16.83
545,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_7,Average Sentence Count B,17.43
546,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_2,n Turns,4.0
547,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_2,Request Count,10.0
548,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_2,Parsed Request Count,10.0
549,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_2,Violated Request Count,0.0
550,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_2,Request Success Ratio,1.0
551,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_2,Success,1.0
552,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_2,Lose,0.0
553,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_2,Aborted,0.0
554,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_2,Text Fail,0.0
555,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_2,JSON Fail,0.0
556,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_2,Task Success Rate,1.0
557,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_2,Main Score,100.0
558,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_2,Summarisation Penatly,0.0
559,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_2,Conversational turns A,4.0
560,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_2,Conversational turns B,3.0
561,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_2,Average Char Count A,113.5
562,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_2,Average Char Count B,162.0
563,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_2,Average Word Count A,21.5
564,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_2,Average Word Count B,28.33
565,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_2,Average Sentence Count A,13.12
566,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_2,Average Sentence Count B,18.33
567,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_4,n Turns,2.0
568,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_4,Request Count,8.0
569,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_4,Parsed Request Count,4.0
570,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_4,Violated Request Count,4.0
571,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_4,Request Success Ratio,0.5
572,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_4,Success,0.0
573,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_4,Lose,0.0
574,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_4,Aborted,1.0
575,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_4,Text Fail,1.0
576,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_4,JSON Fail,0.0
577,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_4,Task Success Rate,0.0
578,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_4,Main Score,
579,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_4,Summarisation Penatly,0.0
580,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_4,Conversational turns A,2.0
581,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_4,Conversational turns B,1.0
582,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_4,Average Char Count A,179.5
583,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_4,Average Char Count B,419.0
584,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_4,Average Word Count A,35.0
585,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_4,Average Word Count B,76.0
586,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_4,Average Sentence Count A,13.33
587,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_4,Average Sentence Count B,14.83
588,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_9,n Turns,4.0
589,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_9,Request Count,10.0
590,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_9,Parsed Request Count,10.0
591,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_9,Violated Request Count,0.0
592,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_9,Request Success Ratio,1.0
593,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_9,Success,1.0
594,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_9,Lose,0.0
595,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_9,Aborted,0.0
596,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_9,Text Fail,0.0
597,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_9,JSON Fail,0.0
598,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_9,Task Success Rate,1.0
599,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_9,Main Score,100.0
600,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_9,Summarisation Penatly,0.0
601,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_9,Conversational turns A,4.0
602,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_9,Conversational turns B,3.0
603,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_9,Average Char Count A,154.0
604,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_9,Average Char Count B,413.33
605,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_9,Average Word Count A,28.25
606,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_9,Average Word Count B,74.0
607,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_9,Average Sentence Count A,12.4
608,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_9,Average Sentence Count B,14.08
609,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_0,n Turns,3.0
610,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_0,Request Count,7.0
611,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_0,Parsed Request Count,7.0
612,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_0,Violated Request Count,0.0
613,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_0,Request Success Ratio,1.0
614,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_0,Success,1.0
615,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_0,Lose,0.0
616,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_0,Aborted,0.0
617,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_0,Text Fail,0.0
618,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_0,JSON Fail,0.0
619,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_0,Task Success Rate,1.0
620,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_0,Main Score,100.0
621,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_0,Summarisation Penatly,0.0
622,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_0,Conversational turns A,3.0
623,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_0,Conversational turns B,2.0
624,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_0,Average Char Count A,207.33
625,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_0,Average Char Count B,410.5
626,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_0,Average Word Count A,40.67
627,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_0,Average Word Count B,77.5
628,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_0,Average Sentence Count A,11.04
629,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,episode_0,Average Sentence Count B,17.5
630,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_3,n Turns,5.0
631,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_3,Request Count,13.0
632,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_3,Parsed Request Count,13.0
633,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_3,Violated Request Count,0.0
634,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_3,Request Success Ratio,1.0
635,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_3,Success,0.0
636,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_3,Lose,1.0
637,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_3,Aborted,0.0
638,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_3,Text Fail,0.0
639,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_3,JSON Fail,0.0
640,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_3,Task Success Rate,0.8333333333333333
641,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_3,Main Score,81.33333333333333
642,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_3,Summarisation Penatly,2.0
643,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_3,Conversational turns A,5.0
644,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_3,Conversational turns B,4.0
645,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_3,Average Char Count A,191.2
646,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_3,Average Char Count B,250.75
647,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_3,Average Word Count A,35.2
648,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_3,Average Word Count B,45.5
649,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_3,Average Sentence Count A,14.53
650,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_3,Average Sentence Count B,23.12
651,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_6,n Turns,3.0
652,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_6,Request Count,7.0
653,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_6,Parsed Request Count,7.0
654,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_6,Violated Request Count,0.0
655,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_6,Request Success Ratio,1.0
656,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_6,Success,1.0
657,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_6,Lose,0.0
658,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_6,Aborted,0.0
659,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_6,Text Fail,0.0
660,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_6,JSON Fail,0.0
661,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_6,Task Success Rate,1.0
662,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_6,Main Score,100.0
663,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_6,Summarisation Penatly,0.0
664,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_6,Conversational turns A,3.0
665,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_6,Conversational turns B,2.0
666,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_6,Average Char Count A,182.0
667,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_6,Average Char Count B,256.0
668,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_6,Average Word Count A,33.67
669,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_6,Average Word Count B,47.0
670,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_6,Average Sentence Count A,12.14
671,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_6,Average Sentence Count B,13.85
672,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_8,n Turns,4.0
673,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_8,Request Count,10.0
674,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_8,Parsed Request Count,10.0
675,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_8,Violated Request Count,0.0
676,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_8,Request Success Ratio,1.0
677,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_8,Success,0.0
678,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_8,Lose,1.0
679,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_8,Aborted,0.0
680,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_8,Text Fail,0.0
681,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_8,JSON Fail,0.0
682,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_8,Task Success Rate,0.6666666666666666
683,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_8,Main Score,66.66666666666666
684,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_8,Summarisation Penatly,0.0
685,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_8,Conversational turns A,4.0
686,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_8,Conversational turns B,3.0
687,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_8,Average Char Count A,140.5
688,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_8,Average Char Count B,273.0
689,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_8,Average Word Count A,24.5
690,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_8,Average Word Count B,47.67
691,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_8,Average Sentence Count A,9.88
692,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_8,Average Sentence Count B,14.17
693,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_5,n Turns,2.0
694,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_5,Request Count,5.0
695,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_5,Parsed Request Count,4.0
696,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_5,Violated Request Count,1.0
697,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_5,Request Success Ratio,0.8
698,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_5,Success,0.0
699,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_5,Lose,0.0
700,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_5,Aborted,1.0
701,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_5,Text Fail,1.0
702,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_5,JSON Fail,0.0
703,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_5,Task Success Rate,0.0
704,dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,episode_5,Main Score,
